Version 1.2 - 2015 Thermoelectric Water Use Model Estimates,,,,,,,,,,,,,,,,,,,
Data release:  https://www.sciencebase.gov/catalog/item/5f63be9a82ce38aaa23b0739,,,,,,,,,,,,,,,,,,,
EIA_PLANT_ID,PLANT_NAME,COUNTY,STATE,NAME_OF_WATER_SOURCE,LATITUDE,LONGITUDE,ELEVATION,COMID,COOLING_TYPE,GENERATION_TYPE,WATER_SOURCE_CODE,WATER_TYPE_CODE,WITHDRAWAL,CONSUMPTION,MIN_WITHDRAWAL,MAX_WITHDRAWAL,MIN_CONSUMPTION,MAX_CONSUMPTION,NET_GENERATION
3628,R W Miller,Palo Pinto,TX,Lake Palo Pinto,32.65830595,-98.30945641,887,5497346,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,15.9,0.19,7.29,116,0.15,0.23,"134,592"
3630,Pearsall,Frio,TX,Wells,28.9277185,-99.09195947,664,10647731,RECIRCULATING TOWER,GAS STEAM,GW,-nr-,0.03,0.02,0.02,0.06,0.02,0.03,"8,380"
3631,Sam Rayburn,Victoria,TX,Guadalupe River,28.89489544,-97.13489898,103,1638495,RECIRCULATING TOWER,NGCC,SW,-nr-,0.34,0.25,0.22,0.6,0.24,0.26,"241,469"
3644,Carbon,Carbon,UT,Price River,39.72709484,-110.8645046,6121,3907839,RECIRCULATING TOWER,COAL,SW,FR,0.75,0.53,0.47,1.37,0.51,0.58,"393,866"
3648,Gadsby,Salt Lake,UT,Jordan River,40.76872713,-111.9284253,4230,10390290,RECIRCULATING TOWER,GAS STEAM,SW,FR,0.39,0.28,0.24,0.8,0.26,0.34,"88,928"
3775,Clinch River,Russell,VA,Clinch River,36.93326438,-82.19932129,1570,14640413,RECIRCULATING TOWER,COAL,SW,FR,0.93,0.67,0.6,1.71,0.65,0.73,"461,977"
3776,Glen Lyn,Giles,VA,New River,37.36988861,-80.863361,1552,6908699,ONCE-THROUGH FRESH,COAL,SW,FR,5.29,0.05,2.39,40.7,0.04,0.06,"67,583"
3796,Bremo Bluff,Fluvanna,VA,James River,37.70917854,-78.28734481,231,8545819,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,18.4,0.19,8.27,142,0.15,0.23,"214,579"
3797,Chesterfield,Chesterfield,VA,James River,37.38288464,-77.38204993,29,10067389,ONCE-THROUGH FRESH,COMPLEX,SW,FR,597,7.4,268,4660,5.77,9.03,"9,872,386"
3804,Possum Point,Prince William,VA,Potomac River,38.53782661,-77.27926349,35,4539971,COMPLEX,COMPLEX,SW,SA,7.79,2.03,1.82,10.1,0,2.17,"3,576,974"
3806,Surry,Surry,VA,James River,37.16618938,-76.69771778,0,10064993,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,1220,0,1010,2520,0,0,"11,789,726"
3809,Yorktown,York,VA,York River,37.21503651,-76.4618127,0,9897200,ONCE-THROUGH SALINE,COMPLEX,SW,SA,55.6,0,47.2,118,0,0,"565,308"
3845,Transalta Centralia Generation,Lewis,WA,Skookumchuck River,46.75593228,-122.8574111,249,23850957,RECIRCULATING TOWER,COAL,SW,FR,9.34,6.67,5.98,16.9,6.48,7.14,"5,023,377"
3935,John E Amos,Putnam,WV,Kanawha River,38.47372433,-81.82236737,596,19315422,RECIRCULATING TOWER,COAL,SW,FR,23.4,16.7,14.9,42,16.2,17.8,"14,072,154"
3936,Kanawha River,Kanawha,WV,Kanawha River,38.20643756,-81.42352506,622,6925319,ONCE-THROUGH FRESH,COAL,SW,FR,41.1,0.36,18.6,317,0.28,0.43,"543,145"
3938,Philip Sporn,Mason,WV,Ohio River,38.96752852,-81.92279912,592,19442931,ONCE-THROUGH FRESH,COAL,SW,FR,46.5,0.4,21,358,0.31,0.49,"593,261"
3943,FirstEnergy Fort Martin Power Station,Monongalia,WV,Monongahela River,39.71032989,-79.92752299,812,3768832,RECIRCULATING TOWER,COAL,SW,FR,12.9,9.23,8.25,23.5,8.94,9.98,"7,296,430"
3944,FirstEnergy Harrison Power Station,Harrison,WV,West Fork River,39.38503622,-80.3321596,980,3715706,RECIRCULATING TOWER,COAL,SW,FR,20.3,14.5,13,36.9,14,15.6,"11,269,955"
3947,Kammer,Marshall,WV,Ohio River,39.8460402,-80.81891325,650,19455337,ONCE-THROUGH FRESH,COMPLEX,SW,FR,24.9,0.2,11.2,191,0.16,0.24,"263,022"
3948,Mitchell (WV),Marshall,WV,Ohio River,39.82964417,-80.81649783,668,19455355,RECIRCULATING TOWER,COAL,SW,FR,9.09,6.49,5.76,16.5,6.25,7.01,"5,367,819"
3954,Mt Storm,Grant,WV,Mt Storm Lake,39.20077134,-79.26377987,3270,14366062,ONCE-THROUGH FRESH,COAL,SW,FR,864,10.4,394,6410,8.08,12.6,"9,846,148"
3982,Bay Front,Ashland,WI,Lake Superior,46.58717501,-90.90183691,605,1797315,ONCE-THROUGH FRESH,BIOMASS,SW,FR,32.3,0.29,14.7,243,0.23,0.35,"177,026"
3992,Blount Street,Dane,WI,Lake Monona,43.07919055,-89.37429045,853,13294322,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,6.99,0.07,3.19,51.8,0.06,0.09,"51,521"
4005,French Island,La Crosse,WI,Mississippi River,43.82906973,-91.25974434,641,2456588,ONCE-THROUGH FRESH,BIOMASS,SW,FR,11.3,0.12,5.11,88,0.1,0.15,"63,639"
4040,Port Washington Generating Station,Ozaukee,WI,Lake Michigan,43.38417151,-87.86994864,591,12177488,ONCE-THROUGH FRESH,NGCC,SW,FR,140,1.27,63.4,1050,0.99,1.55,"4,747,453"
4041,South Oak Creek,Milwaukee,WI,Lake Michigan,42.84484876,-87.82845398,597,12169331,ONCE-THROUGH FRESH,COAL,SW,FR,455,4.12,206,3420,3.21,5.02,"5,178,344"
4042,Valley (WI),Milwaukee,WI,Menominee River,43.030411,-87.924103,583,12162512,ONCE-THROUGH FRESH,COMPLEX,SW,FR,7.27,0.07,3.28,56.1,0.05,0.08,"508,574"
4046,Point Beach Nuclear Plant,Manitowoc,WI,Lake Michigan,44.28111877,-87.53602496,603,12174218,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,1010,9.05,461,7650,7.06,11,"10,008,183"
4050,Edgewater,Sheboygan,WI,Lake Michigan,43.71560808,-87.70597012,588,12176006,ONCE-THROUGH FRESH,COAL,SW,FR,318,2.85,144,2390,2.22,3.48,"3,896,653"
4054,Nelson Dewey Generating Station,Grant,WI,Mississippi River,42.72289372,-91.0087016,622,13326790,ONCE-THROUGH FRESH,COAL,SW,FR,75.7,0.87,34,589,0.68,1.07,"1,009,240"
4072,Pulliam,Brown,WI,Green Bay,44.54011838,-88.00852178,589,6802236,ONCE-THROUGH FRESH,COAL,SW,FR,41.1,0.4,18.7,307,0.32,0.49,"421,147"
4078,Weston,Marathon,WI,Wisconsin River,44.85812935,-89.65001318,1182,14732378,COMPLEX,COAL,SW,FR,7.95,4.74,4.16,10.2,0.01,5.04,"4,404,857"
4125,Manitowoc,Manitowoc,WI,Lake Michigan,44.0814154,-87.65657641,607,12174238,ONCE-THROUGH FRESH,COMPLEX,SW,FR,14.7,0.13,6.68,111,0.1,0.16,"117,322"
4143,Genoa,Vernon,WI,Mississippi River,43.55915445,-91.23229914,642,13208374,ONCE-THROUGH FRESH,COAL,SW,FR,109,1.25,49,847,0.98,1.53,"1,376,677"
4146,E J Stoneman Station,Grant,WI,Mississippi River,42.70826254,-90.9847491,622,13325594,ONCE-THROUGH FRESH,BIOMASS,SW,-nr-,17.9,0.2,8.08,139,0.16,0.24,"167,613"
4158,Dave Johnston,Converse,WY,North Platte River,42.83815375,-105.7770485,4951,22109491,COMPLEX,COAL,SW,FR,253.14,6.08,6.43,2055.16,4.79,8.22,"5,140,970"
4162,Naughton,Lincoln,WY,Hams Fork River,41.75882792,-110.5971716,6943,3265274,RECIRCULATING TOWER,COAL,SW,FR,9.2,6.57,5.76,17.4,6.25,7.38,"4,899,321"
4195,Powerlane Plant,Hunt ,TX,No 4 Resevoir,33.17068112,-96.12683709,519,5253829,ONCE-THROUGH FRESH,GAS STEAM,-nr-,-nr-,2.89,0.03,1.32,21.2,0.03,0.04,"12,656"
4259,Endicott Station,Hillsdale,MI,Wells,42.03165347,-84.75456753,1025,12254504,RECIRCULATING TOWER,COMPLEX,GW,-nr-,0.63,0.45,0.4,1.11,0.44,0.47,"214,384"
4266,Spencer,Denton,TX,Municipality,33.19752146,-97.10646329,651,1277114,RECIRCULATING TOWER,GAS STEAM,PD,BE,0.04,0.03,0.03,0.08,0.03,0.03,"13,210"
4270,Waterford 3,St Charles,LA,Mississippi River,29.99505454,-90.47156526,16,22363775,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,816,11.1,366,6400,8.66,13.6,"8,384,741"
4271,John P Madgett,Buffalo,WI,Mississippi River,44.30225076,-91.91250733,676,2118222,ONCE-THROUGH FRESH,COAL,SW,FR,126,1.37,56.9,980,1.07,1.67,"1,502,812"
4937,Thomas C Ferguson,Llano,TX,Lake Lyndon B. Johnson,30.55804133,-98.37056975,851,5757866,ONCE-THROUGH FRESH,NGCC,SW,FR,98.8,1.08,45.1,727,0.84,1.31,"3,401,200"
4939,Barney M Davis,Nueces,TX,Laguna Madre,27.60708195,-97.31079642,0,1648848,ONCE-THROUGH SALINE,COMPLEX,SW,SA,76.4,0,60.3,151,0,0,"1,728,431"
4940,Riverside,Tulsa,OK,Arkansas River,35.99806437,-95.95744456,615,371069,RECIRCULATING TOWER,GAS STEAM,SW,FR,0.12,0.08,0.08,0.21,0.08,0.09,"41,932"
4941,Navajo,Coconino,AZ,Lake Powell,36.90389823,-111.3887972,4381,3528407,RECIRCULATING TOWER,COAL,SW,FR,28.1,20.1,17.5,55.7,18.9,23.6,"13,572,760"
6000,Donald C Cook,Berrien,MI,Lake Michigan,41.97567987,-86.565484,622,3397238,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,1770,17,805,13300,13.2,20.7,"15,684,720"
6001,Joseph M Farley,Houston,AL,Chattahoochee River,31.2231461,-85.11139164,176,2310449,RECIRCULATING TOWER,NUCLEAR,SW,FR,34.8,24.9,22.8,61.2,24.7,25.9,"14,281,688"
6002,James H Miller Jr,Jefferson,AL,Black Warrior River,33.63124198,-87.05787148,321,18567309,RECIRCULATING TOWER,COAL,SW,FR,33,23.6,21.5,58.3,23.3,24.7,"17,815,891"
6004,FirstEnergy Pleasants Power Station,Pleasants,WV,Ohio River,39.36704998,-81.29421475,637,15433660,RECIRCULATING TOWER,COAL,SW,FR,13,9.32,8.31,23.4,9.01,9.9,"7,047,532"
6008,Palo Verde,Maricopa,AZ,Phoenix Area Sewage Effluent,33.38693083,-112.864455,954,20395541,RECIRCULATING TOWER,NUCLEAR,PD,BE,78.9,56.4,50.3,149,54.6,63,"32,525,595"
6009,White Bluff,Jefferson,AR,Arkansas River,34.42262706,-92.13894153,311,22850721,RECIRCULATING TOWER,COAL,SW,FR,11.5,8.2,7.44,20.5,8.07,8.67,"6,223,129"
6011,Calvert Cliffs Nuclear Power Plant,Calvert,MD,Chesapeake Bay,38.43454144,-76.44190629,0,8378397,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,1600,0,1320,3310,0,0,"14,643,325"
6014,Brunswick Nuclear,Brunswick,NC,Atlantic Ocean (Cape Fear),33.95816387,-78.0095634,0,8835326,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,1720,0,1400,3500,0,0,"15,288,582"
6015,Harris,Wake,NC,Shearon Harris Reservoir,35.63350089,-78.95591499,260,8842737,RECIRCULATING TOWER,NUCLEAR,SW,FR,15.9,11.3,10.2,28.2,11.1,12,"7,272,177"
6016,Duck Creek,Fulton,IL,Duck Creek Reservoir,40.46591603,-89.98460028,578,13606866,ONCE-THROUGH FRESH,COAL,SW,FR,192,1.88,87.3,1430,1.47,2.3,"2,129,192"
6017,Newton,Jasper,IL,"Laws Creek, Sandy Creek",38.9358594,-88.27672525,545,10435490,ONCE-THROUGH FRESH,COAL,SW,FR,447,4.92,204,3300,3.84,6,"4,998,069"
6018,East Bend,Boone,KY,Ohio River,38.90540993,-84.85124402,516,3407479,RECIRCULATING TOWER,COAL,SW,FR,7.78,5.56,4.98,13.9,5.39,5.89,"4,031,692"
6019,W H Zimmer,Clermont,OH,Ohio River,38.86710993,-84.2292915,499,1922624,RECIRCULATING TOWER,COAL,SW,FR,9.47,6.76,6.02,16.9,6.53,7.18,"5,936,999"
6020,Perry,Lake,OH,Lake Erie,41.80086453,-81.14315913,624,28123820,RECIRCULATING TOWER,NUCLEAR,SW,FR,19.3,13.8,12.4,34.4,13.4,14.6,"9,482,845"
6021,Craig (CO),Moffat,CO,Yampa River,40.46333804,-107.5903487,6367,1356794,RECIRCULATING TOWER,COAL,SW,FR,13.7,9.76,8.59,25.3,9.32,10.7,"8,020,477"
6022,Braidwood Generation Station,Will,IL,Kanakee River,41.24337744,-88.22934385,600,14779596,RECIRCULATING POND,NUCLEAR,SW,FR,27.1,27.1,21.1,33,21.1,33,"19,710,011"
6023,Byron Generating Station,Ogle,IL,Rock River,42.07423661,-89.27922897,870,10603224,RECIRCULATING TOWER,NUCLEAR,SW,FR,41.7,29.8,26.7,73.6,28.9,31.2,"19,471,413"
6026,LaSalle Generating Station,LaSalle,IL,Illinois River,41.24552899,-88.6684877,708,14780248,RECIRCULATING POND,NUCLEAR,SW,FR,22,22,16.2,27.9,16.2,27.9,"18,686,369"
6030,Coal Creek,McLean,ND,Missouri River,47.37795916,-101.1569189,1973,14518451,RECIRCULATING TOWER,COAL,SW,FR,13.1,9.38,8.35,24.1,9.05,10.2,"8,834,166"
6031,Killen Station,Adams,OH,Ohio River,38.69153697,-83.4798975,527,1920230,RECIRCULATING TOWER,COAL,SW,FR,6.38,4.56,4.09,11.4,4.43,4.83,"3,440,952"
6034,Belle River,St Clair,MI,St. Clair River,42.77430883,-82.49492762,591,13195966,ONCE-THROUGH FRESH,COAL,SW,FR,532,5.76,240,4130,4.49,7.03,"7,460,142"
6035,Greenwood (MI),St Clair,MI,Municipality,43.10546797,-82.69736484,756,13193882,RECIRCULATING POND,GAS STEAM,SW,FR,0,0,0,0,0,0,"136,674"
6036,Catawba,York,SC,Lake Wylie,35.05171965,-81.06973365,642,9756976,RECIRCULATING TOWER,NUCLEAR,SW,FR,39.6,28.3,25.6,70.1,27.7,29.7,"18,377,461"
6038,McGuire,Mecklenburg,NC,Lake Norman,35.43260601,-80.94848885,760,9755486,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,1950,20.2,890,14400,15.7,24.6,"19,536,002"
6040,Beaver Valley,Beaver,PA,Ohio River,40.62216869,-80.43311442,735,3821109,RECIRCULATING TOWER,NUCLEAR,SW,FR,31.8,22.7,20.4,58.1,22.1,24.6,"14,537,772"
6041,H L Spurlock,Mason,KY,Wells/Ohio River,38.69981481,-83.81713704,538,1922018,RECIRCULATING TOWER,COAL,GW & SW,FR,10.7,7.67,6.95,19.1,7.53,8.1,"5,568,642"
6042,Manatee,Manatee,FL,Little Manatee River,27.6061444,-82.34500813,52,16875028,RECIRCULATING POND,COMPLEX,SW,FR,13.4,13.4,12,14.7,12,14.7,"9,693,781"
6043,Martin,Martin,FL,St. Lucie Canal,27.05529878,-80.5637441,27,16715620,COMPLEX,COMPLEX,SW,FR,437,8.92,3.75,3150,3.33,10.13,"12,907,048"
6045,St Lucie,St Lucie,FL,Atlantic Ocean,27.34887057,-80.24637081,0,-999,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,1660,0,1310,3280,0,0,"15,075,264"
6051,Edwin I Hatch,Appling,GA,Altamah River,31.93462266,-82.34458355,124,14348510,RECIRCULATING TOWER,NUCLEAR,SW,FR,36,25.7,23.6,63.1,25.6,26.8,"14,497,254"
6052,Wansley,Heard,GA,Chattahoochee River,33.41337771,-85.03304503,782,3291084,RECIRCULATING TOWER,COAL,SW,FR,8.19,5.85,5.34,14.5,5.79,6.14,"4,469,578"
6055,Big Cajun 2,Pointe Coupee,LA,Mississippi River,30.72725596,-91.36873898,38,18714658,COMPLEX,COAL,SW,FR,200,9.27,6.03,1500,2.09,11,"7,183,220"
6056,Kahului,Maui,HI,Pacific Ocean,20.89644172,-156.4625248,0,21592045,ONCE-THROUGH SALINE,OIL,SW,SA,15.9,0,12.5,31.3,0,0,"100,067"
6061,R D Morrow,Lamar,MS,Wells,31.21817025,-89.39401159,261,18104316,RECIRCULATING TOWER,COAL,GW,FR,0.52,0.37,0.34,0.93,0.37,0.39,"245,854"
6064,Nearman Creek,Wyandotte,KS,Missouri River,39.17089781,-94.69723753,753,2255187,ONCE-THROUGH FRESH,COAL,SW,FR,100,1.24,45,782,0.97,1.51,"1,204,962"
6065,Iatan,Platte,MO,Missouri River,39.44758536,-94.97988907,788,2254745,COMPLEX,COAL,SW,FR,259,8.69,5.07,1960,2.39,10.2,"9,406,012"
6068,Jeffrey Energy Center,Pottawatomie,KS,Kansas River,39.2861699,-96.11664975,1318,3642818,RECIRCULATING TOWER,COAL,SW,FR,21.5,15.3,13.8,38.3,15,16.2,"11,346,108"
6071,Trimble County,Trimble,KY,Ohio River,38.58495668,-85.41211785,473,10161596,RECIRCULATING TOWER,COAL,SW,FR,13.4,9.61,8.69,24,9.42,10.2,"8,278,514"
6072,Grand Gulf,Claiborne,MS,Mississippi River Aquifer,32.0090017,-91.04777449,196,19267206,RECIRCULATING TOWER,NUCLEAR,GW,FR,28.7,20.5,18.8,50.9,20.3,21.6,"11,714,588"
6073,Victor J Daniel Jr,Jackson,MS,Municipality,30.53283555,-88.5564048,51,18120712,COMPLEX,COMPLEX,SW,FR,3.95,4.31,0.57,6.03,0,4.47,"10,533,658"
6076,Colstrip,Rosebud,MT,Yellowstone River,45.88287255,-106.6127928,3252,13262665,RECIRCULATING TOWER,COAL,SW,FR,26.8,19.1,17,49.6,18.4,21,"14,844,275"
6077,Gerald Gentleman,Lincoln,NE,Sutherland Supply Canal,41.0815203,-101.1412985,3134,17432276,RECIRCULATING POND,COAL,SW,FR,14,14,11.8,16.2,11.8,16.2,"8,797,020"
6081,Stony Brook,Hampden,MA,Municipality,42.19764777,-72.51045273,238,7691717,RECIRCULATING TOWER,COMPLEX,SW,FR,0.28,0.2,0.18,0.51,0.2,0.22,"214,057"
6082,Somerset Operating Co LLC,Niagara,NY,Lake Ontario,43.35680566,-78.60401798,291,15559451,ONCE-THROUGH FRESH,COAL,SW,FR,52.1,0.41,23.6,396,0.32,0.51,"614,883"
6085,R M Schahfer,Jasper,IN,Kankakee River,41.21699181,-87.02442778,666,13437773,RECIRCULATING TOWER,COAL,SW,FR,11.2,7.98,7.15,19.7,7.75,8.34,"5,372,955"
6089,Lewis & Clark,Richland,MT,Yellowstone River,47.67900511,-104.1581287,1891,21871785,ONCE-THROUGH FRESH,COAL,SW,-nr-,24.5,0.26,11,190,0.2,0.32,"222,191"
6090,Sherburne County,Sherburne,MN,Mississippi River,45.37836386,-93.89656092,968,2723115,RECIRCULATING TOWER,COAL,SW,FR,20.4,14.6,12.9,36.6,13.9,15.5,"12,160,150"
6094,FirstEnergy Bruce Mansfield,Beaver,PA,Ohio River,40.63498289,-80.41842072,732,3821085,RECIRCULATING TOWER,COAL,SW,FR,23.9,17.1,15.3,43.6,16.6,18.5,"13,610,817"
6095,Sooner,Noble,OK,Sooner Lake,36.45405066,-97.05282037,935,20970156,RECIRCULATING POND,COAL,SW,FR,5.58,5.58,4.43,6.72,4.43,6.72,"5,621,453"
6096,Nebraska City,Otoe,NE,Missouri River,40.62074091,-95.773644,924,7312385,COMPLEX,COAL,SW,FR,331,8.34,4.12,2530,2.98,8.7,"8,681,175"
6098,Big Stone,Grant,SD,Big Stone Lake,45.30385,-96.509075,1130,4085588,RECIRCULATING POND,COAL,SW,FR,4.04,4.04,3.76,4.31,3.76,4.31,"1,498,688"
6099,Diablo Canyon,San Luis Obispo,CA,Pacific Ocean,35.21099282,-120.8550621,0,8193771,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,1990,0,1650,4120,0,0,"18,505,385"
6103,TalenEnergy Susquehanna,Luzerne,PA,Susquehanna River,41.09208628,-76.14831462,692,2603173,RECIRCULATING TOWER,NUCLEAR,SW,FR,44.2,31.5,28.3,80.5,30.6,34.1,"20,591,260"
6105,Limerick,Montgomery,PA,Schuylkill & Delaware Rivers,40.22401021,-75.58735813,204,4781363,RECIRCULATING TOWER,NUCLEAR,SW,FR,39.6,28.3,25.3,71.8,27.4,30.4,"18,931,377"
6106,Boardman,Morrow,OR,Carty Reservoir,45.69344088,-119.8068109,696,24235618,RECIRCULATING POND,COAL,SW,FR,0,0,0,0.38,0,0.38,"2,383,346"
6110,James A Fitzpatrick,Oswego,NY,Lake Ontario,43.52308774,-76.39829812,271,21624219,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,756,6.98,344,5670,5.44,8.51,"7,382,237"
6112,Fort St Vrain,Weld,CO,So Platte River/St Vrain Creek,40.24454555,-104.8746446,4793,226531,RECIRCULATING TOWER,NGCC,SW,FR,2.88,2.05,1.82,5.35,1.97,2.27,"3,468,266"
6113,Gibson,Gibson,IN,Gibson Lake,38.37190537,-87.7659982,412,10381977,RECIRCULATING POND,COAL,SW,FR,15.2,15.2,12.1,18.3,12.1,18.3,"14,585,886"
6115,Seabrook,Rockingham,NH,Atlantic Ocean,42.89878908,-70.84901868,0,5849450,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,943,0,802,2000,0,0,"9,484,204"
6118,PSEG Hope Creek Generating Station,Salem,NJ,Delaware River,39.46684181,-75.53738976,11,24903630,RECIRCULATING TOWER,NUCLEAR,SW,FR,21.2,15.1,13.6,37.7,14.7,16,"9,409,357"
6122,R E Ginna Nuclear Power Plant,Wayne,NY,Lake Ontario,43.27766408,-77.30890471,272,21632807,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,494,4.42,225,3720,3.45,5.39,"4,801,391"
6124,McIntosh,Effingham,GA,Savannah River,32.35700682,-81.17130995,58,20105909,ONCE-THROUGH FRESH,COAL,SW,FR,13.5,0.19,6.08,106,0.15,0.23,"93,260"
6127,V C Summer,Fairfield,SC,Broad River,34.29811871,-81.31481313,435,9707904,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,742,7.54,339,5480,5.88,9.2,"7,115,397"
6136,Gibbons Creek,Grimes,TX,Gibbons Creek,30.62026377,-96.08178423,286,5577627,ONCE-THROUGH FRESH,COAL,SW,OT,198,2.24,90.6,1460,1.75,2.73,"2,184,313"
6137,A B Brown,Posey,IN,Ohio River,37.90558048,-87.71508437,415,10157317,RECIRCULATING TOWER,COAL,SW,FR,4.88,3.49,3.15,8.69,3.42,3.68,"2,459,453"
6138,Flint Creek,Benton,AR,Flint Creek Reservoir,36.25567631,-94.52413333,1155,399464,ONCE-THROUGH FRESH,COAL,SW,FR,261,2.97,119,1940,2.32,3.63,"3,041,196"
6139,Welsh,Titus,TX,Swauano Creek Reserv,33.05472039,-94.84028335,347,1009160,COMPLEX,COAL,SW,FR,583,6.81,8.17,4340,5.3,9.56,"6,130,440"
6145,Comanche Peak,Somervell,TX,Squaw Creek,32.29826679,-97.78550151,837,5512470,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,2110,28.1,961,15600,21.9,34.3,"19,954,124"
6146,Martin Lake,Rusk,TX,Martin Lake,32.25978685,-94.57063266,312,5279756,ONCE-THROUGH FRESH,COAL,SW,FR,974,11.2,445,7170,8.76,13.7,"9,975,515"
6147,Monticello,Titus,TX,Monticello Reservoir,33.09118754,-95.0383067,380,1010610,ONCE-THROUGH FRESH,COAL,SW,FR,525,6.54,240,3840,5.1,7.97,"4,778,869"
6149,Davis Besse,Ottawa,OH,Lake Erie,41.59677174,-83.08660357,578,904230002,RECIRCULATING TOWER,NUCLEAR,SW,FR,17,12.2,10.8,30.7,11.8,13,"7,893,891"
6152,Sequoyah,Hamilton,TN,Chickamauga Reservoir,35.22603428,-85.09175846,693,25309218,COMPLEX,NUCLEAR,SW,FR,1490,18.6,0,11700,14.5,21.3,"16,511,322"
6153,Callaway,Callaway,MO,Missouri River,38.76079076,-91.78139681,836,5159265,RECIRCULATING TOWER,NUCLEAR,SW,FR,21.2,15.1,13.7,37.6,14.9,15.9,"10,440,082"
6155,Rush Island,Jefferson,MO,Mississippi River,38.13134684,-90.26332304,409,3629181,ONCE-THROUGH FRESH,COAL,SW,FR,516,6.35,232,4030,4.96,7.75,"7,465,222"
6156,New Haven Harbor,New Haven,CT,New Haven Harbor,41.28400487,-72.90433818,0,6178550,ONCE-THROUGH SALINE,COMPLEX,SW,SA,15,0,12.9,32.2,0,0,"118,026"
6165,Hunter,Emery,UT,Cottonwood Creek,39.17358613,-111.0290106,5677,4876691,RECIRCULATING TOWER,COAL,SW,FR,17.8,12.7,11.1,34.5,12,14.6,"9,630,419"
6166,Rockport,Spencer,IN,Ohio River,37.92562102,-87.03455227,400,10110119,RECIRCULATING TOWER,COAL,SW,FR,20.8,14.8,13.4,37,14.6,15.7,"12,442,473"
6168,North Anna,Louisa,VA,North Anna River,38.06052638,-77.78988811,249,8502034,COMPLEX,NUCLEAR,SW,FR,1470,18.6,0,11500,14.5,22.2,"16,270,632"
6170,Pleasant Prairie,Kenosha,WI,Lake Michigan,42.53815179,-87.90372472,687,14783719,RECIRCULATING TOWER,COAL,SW,FR,12,8.57,7.59,21.4,8.23,9.06,"6,659,324"
6177,Coronado,Apache,AZ,Wells,34.57781365,-109.2724762,5803,19895759,RECIRCULATING TOWER,COAL,GW,FR,9.22,6.58,5.82,17.6,6.31,7.44,"4,935,387"
6178,Coleto Creek,Goliad,TX,Coleto Creek Reservoir,28.71298114,-97.21426937,100,1639297,ONCE-THROUGH FRESH,COAL,SW,FR,281,3.39,128,2060,2.64,4.13,"3,211,787"
6179,Fayette Power Project,Fayette,TX,Fayette County Lake,29.91589933,-96.75188846,360,5791766,RECIRCULATING POND,COAL,SW,FR,10.1,10.1,8.04,12.1,8.04,12.1,"8,727,176"
6180,Oak Grove (TX),Robertson,TX,Twin Oak Reservoir,31.18208117,-96.48776062,434,5575749,ONCE-THROUGH FRESH,COAL,SW,FR,1050,12.6,477,7700,9.79,15.3,"11,925,993"
6181,J T Deely,Bexar,TX,San Antonio River,29.3077113,-98.32289787,492,10840882,ONCE-THROUGH FRESH,COAL,SW,FR,301,3.61,138,2210,2.81,4.4,"3,197,035"
6183,San Miguel,Atascosa,TX,Wells,28.70432859,-98.47646446,331,10828642,RECIRCULATING TOWER,COAL,GW,FR,5.25,3.75,3.41,9.39,3.69,3.98,"2,169,628"
6190,Brame Energy Center,Rapides,LA,Rodemacher Lake,31.3949619,-92.71742857,111,19919274,ONCE-THROUGH FRESH,COMPLEX,SW,FR,494,5.52,226,3630,4.3,6.73,"5,652,965"
6193,Harrington,Potter,TX,Municipality,35.29880938,-101.74673,3566,19983982,RECIRCULATING TOWER,COAL,PD,BE,10.7,7.62,6.79,20,7.36,8.48,"5,753,937"
6194,Tolk,Lamb,TX,Wells,34.18492636,-102.5687704,3745,13475965,RECIRCULATING TOWER,COAL,GW,FR,11.7,8.33,7.44,22.1,8.06,9.35,"6,488,120"
6195,John Twitty Energy Center,Greene,MO,SW Wastewater Treatment Plant,37.15202752,-93.38883566,1262,7607235,RECIRCULATING TOWER,COAL,GW & PD,FR & BE,3.3,2.36,2.14,5.86,2.32,2.48,"1,861,832"
6204,Laramie River Station,Platte,WY,Grayrocks Dam Laramie River,42.10902072,-104.8817305,4590,17483589,RECIRCULATING TOWER,COAL,SW,FR,17.4,12.5,11,32.2,12,13.6,"10,724,956"
6213,Merom,Sullivan,IN,Turtle Creek Reservoir,39.06635497,-87.50991298,490,10286370,ONCE-THROUGH FRESH,COAL,SW,FR,459,4.89,209,3420,3.82,5.97,"5,178,428"
